frame,time,label
264,8.8,happy
265,8.833333333333334,happy
266,8.866666666666667,happy
267,8.9,happy
268,8.933333333333334,happy
269,8.966666666666667,happy
270,9.0,happy
271,9.033333333333333,happy
272,9.066666666666666,happy
273,9.1,happy
274,9.133333333333333,happy
275,9.166666666666666,happy
276,9.2,happy
277,9.233333333333333,happy
278,9.266666666666667,happy
279,9.3,happy
280,9.333333333333334,happy
281,9.366666666666667,happy
282,9.4,happy
283,9.433333333333334,happy
284,9.466666666666667,happy
285,9.5,happy
286,9.533333333333333,happy
287,9.566666666666666,happy
288,9.6,happy
289,9.633333333333333,happy
290,9.666666666666666,happy
291,9.7,happy
292,9.733333333333333,happy
293,9.766666666666667,happy
294,9.8,happy
295,9.833333333333334,happy
